run_id,key,value,step,timestamp
circle loss,batch_train_loss,179.02371215820312,42,1751221747272
circle loss,batch_train_loss,169.37893676757812,43,1751221749395
circle loss,batch_train_loss,144.33770751953125,44,1751221751867
circle loss,batch_train_loss,240.72242736816406,45,1751221754144
circle loss,batch_train_loss,155.584716796875,46,1751221756441
circle loss,batch_train_loss,188.6646728515625,47,1751221758857
circle loss,batch_train_loss,183.2171630859375,48,1751221761095
circle loss,batch_train_loss,185.99961853027344,49,1751221763636
circle loss,batch_train_loss,159.88108825683594,50,1751221766068
circle loss,batch_train_loss,156.27255249023438,51,1751221768370
circle loss,batch_train_loss,164.88726806640625,52,1751221770641
circle loss,batch_train_loss,194.3083953857422,53,1751221772813
circle loss,batch_train_loss,189.3883819580078,54,1751221775004
circle loss,batch_train_loss,137.3269805908203,55,1751221777411
circle loss,batch_train_loss,193.4492645263672,56,1751221779701
circle loss,batch_train_loss,186.19422912597656,57,1751221781930
circle loss,batch_train_loss,149.14559936523438,58,1751221784185
circle loss,batch_train_loss,157.24960327148438,59,1751221786537
circle loss,batch_train_loss,168.0106658935547,60,1751221788887
circle loss,batch_train_loss,189.6275177001953,61,1751221791080
circle loss,batch_train_loss,162.7859344482422,62,1751221793349
circle loss,batch_train_loss,161.60833740234375,63,1751221795220
circle loss,batch_train_loss,167.53233337402344,64,1751221796635
circle loss,batch_train_loss,145.7197723388672,65,1751221798030
circle loss,batch_train_loss,164.00936889648438,66,1751221799412
circle loss,batch_train_loss,187.13211059570312,67,1751221800777
circle loss,batch_train_loss,148.2731475830078,68,1751221802403
circle loss,batch_train_loss,200.6048126220703,69,1751221803916
circle loss,batch_train_loss,176.716064453125,70,1751221805293
circle loss,batch_train_loss,153.68019104003906,71,1751221806660
circle loss,batch_train_loss,144.2935791015625,72,1751221808043
circle loss,batch_train_loss,188.63116455078125,73,1751221809460
circle loss,batch_train_loss,183.26588439941406,74,1751221810804
circle loss,batch_train_loss,171.93563842773438,75,1751221812175
circle loss,batch_train_loss,150.47125244140625,76,1751221813614
circle loss,batch_train_loss,161.74203491210938,77,1751221814962
circle loss,batch_train_loss,133.2893829345703,78,1751221816264
circle loss,batch_train_loss,150.47576904296875,79,1751221817557
circle loss,batch_train_loss,172.15789794921875,80,1751221818979
circle loss,batch_train_loss,168.67935180664062,81,1751221820470
circle loss,batch_train_loss,138.33102416992188,82,1751221821853
circle loss,batch_train_loss,193.0126953125,83,1751221823206
circle loss,batch_train_loss,134.8417510986328,84,1751221824543
circle loss,batch_train_loss,175.3350372314453,85,1751221825884
circle loss,batch_train_loss,151.55224609375,86,1751221827367
circle loss,batch_train_loss,154.6256866455078,87,1751221828586
circle loss,batch_train_loss,144.6089324951172,88,1751221845866
circle loss,batch_train_loss,177.2912139892578,89,1751221847223
circle loss,batch_train_loss,180.33436584472656,90,1751221848486
circle loss,batch_train_loss,143.19822692871094,91,1751221849739
circle loss,batch_train_loss,126.97944641113281,92,1751221851004
circle loss,batch_train_loss,168.08580017089844,93,1751221852251
circle loss,batch_train_loss,153.11097717285156,94,1751221853520
circle loss,batch_train_loss,172.30319213867188,95,1751221854901
circle loss,batch_train_loss,161.6678466796875,96,1751221856186
circle loss,batch_train_loss,110.90241241455078,97,1751221857425
circle loss,batch_train_loss,172.3538360595703,98,1751221858661
circle loss,batch_train_loss,201.87413024902344,99,1751221859936
circle loss,batch_train_loss,145.5469970703125,100,1751221861200
circle loss,batch_train_loss,154.33230590820312,101,1751221862455
circle loss,batch_train_loss,176.5914306640625,102,1751221864191
circle loss,batch_train_loss,143.0659942626953,103,1751221865600
circle loss,batch_train_loss,153.4772491455078,104,1751221866852
circle loss,batch_train_loss,142.84584045410156,105,1751221868278
circle loss,batch_train_loss,183.0612335205078,106,1751221869640
circle loss,batch_train_loss,180.18344116210938,107,1751221870902
circle loss,batch_train_loss,146.74072265625,108,1751221872500
circle loss,batch_train_loss,139.843017578125,109,1751221874086
circle loss,batch_train_loss,166.45762634277344,110,1751221875385
circle loss,batch_train_loss,131.8937225341797,111,1751221876664
circle loss,batch_train_loss,174.0055694580078,112,1751221877958
circle loss,batch_train_loss,152.54708862304688,113,1751221879222
circle loss,batch_train_loss,160.3589630126953,114,1751221880457
circle loss,batch_train_loss,163.68722534179688,115,1751221881684
circle loss,batch_train_loss,155.35096740722656,116,1751221882913
circle loss,batch_train_loss,198.95376586914062,117,1751221884190
circle loss,batch_train_loss,147.88014221191406,118,1751221885463
circle loss,batch_train_loss,149.757568359375,119,1751221886706
circle loss,batch_train_loss,147.9508819580078,120,1751221887920
circle loss,batch_train_loss,197.87014770507812,121,1751221889121
circle loss,batch_train_loss,183.5345001220703,122,1751221890321
circle loss,batch_train_loss,141.23292541503906,123,1751221891543
circle loss,batch_train_loss,140.24720764160156,124,1751221892783
circle loss,batch_train_loss,160.08819580078125,125,1751221894559
circle loss,batch_train_loss,163.37277221679688,126,1751221895922
circle loss,batch_train_loss,125.01394653320312,127,1751221897235
circle loss,batch_train_loss,141.9866485595703,128,1751221898573
circle loss,batch_train_loss,131.05381774902344,129,1751221900026
circle loss,batch_train_loss,117.62793731689453,130,1751221901381
circle loss,batch_train_loss,138.16111755371094,131,1751221902640
circle loss,batch_train_loss,120.76738739013672,132,1751221903864
circle loss,batch_train_loss,158.23193359375,133,1751221905073
circle loss,batch_train_loss,192.716552734375,134,1751221906276
circle loss,batch_train_loss,150.4573974609375,135,1751221907563
circle loss,batch_train_loss,155.854248046875,136,1751221908784
circle loss,batch_train_loss,172.2445068359375,137,1751221909988
circle loss,batch_train_loss,120.87762451171875,138,1751221911192
circle loss,batch_train_loss,155.1242218017578,139,1751221912412
circle loss,batch_train_loss,138.05801391601562,140,1751221913631
circle loss,batch_train_loss,198.58151245117188,141,1751221914929
circle loss,batch_train_loss,122.35990142822266,142,1751221916407
circle loss,batch_train_loss,143.61044311523438,143,1751221917699
circle loss,batch_train_loss,134.32894897460938,144,1751221918943
circle loss,batch_train_loss,138.33099365234375,145,1751221920231
circle loss,batch_train_loss,156.07093811035156,146,1751221921447
circle loss,batch_train_loss,144.5089874267578,147,1751221922804
circle loss,batch_train_loss,96.04429626464844,148,1751221924079
circle loss,batch_train_loss,174.72406005859375,149,1751221925308
circle loss,batch_train_loss,139.0178985595703,150,1751221926623
circle loss,batch_train_loss,156.08456420898438,151,1751221927887
circle loss,batch_train_loss,120.13951873779297,152,1751221929193
circle loss,batch_train_loss,171.0889129638672,153,1751221930449
circle loss,batch_train_loss,145.94358825683594,154,1751221931709
circle loss,batch_train_loss,149.90078735351562,155,1751221933243
circle loss,batch_train_loss,129.50404357910156,156,1751221934614
circle loss,batch_train_loss,164.44297790527344,157,1751221935901
circle loss,batch_train_loss,170.1587371826172,158,1751221937322
